package,total_downloads
odeintr,4456
ODEnetwork,3456
ODEsensitivity,3891
odin,1963
odk,3262
odpc,4890
odr,3872
ODS,2747
OECD,9084
officer,175550
offlineChange,1626
ofGEM,3279
OGI,3231
oglmx,5751
ohenery,756
Ohit,3708
OHPL,4775
ohtadstats,3948
OIdata,7794
oii,5047
OjaNP,5865
okcupiddata,6988
okmesonet,4974
olctools,3944
OligoSpecificitySystem,5520
olr,245
OLScurve,5162
olsrr,68217
omd,5013
OmicKriging,4799
omics,4721
OmicsPLS,4672
Omisc,3817
OmnibusFisher,3112
ompr,10406
ompr.roi,8191
omu,3324
OnAge,3424
OncoBayes2,1298
oncomodel,4803
Oncotree,5434
oncrawlR,1901
OneArmPhaseTwoStudy,4181
onehot,26203
onelogin,1530
onemap,6990
OneR,16768
ONETr,4838
OneTwoSamples,6186
onewaytests,18072
onion,7398
onlinePCA,5000
onlineVAR,3748
onls,5285
onnx,3493
ontologyIndex,7512
ontologyPlot,5087
ontologySimilarity,4684
OOBCurve,3697
OOmisc,5392
oompaBase,34496
oompaData,7322
OOR,3848
opalr,4581
opart,950
OpasnetUtils,5044
OPDOE,5673
openadds,4025
openair,56643
openblender,1522
opencage,5415
opencastR,560
OpenCL,2840
opencpu,17862
openCR,8179
opencv,5404
opendatatoronto,782
opendotaR,3452
openEBGM,5896
OpenImageR,31970
openintro,51705
OpenML,8336
OpenMPController,20454
OpenMx,137314
openNLP,72098
openNLPdata,61049
OpenRepGrid,5636
openssl,5680485
openSTARS,3608
OpenStreetMap,43828
opentraj,4082
opentripplanner,0
openVA,6293
openxlsx,2207452
operator.tools,36467
operators,9900
OPI,6195
Opportunistic,3588
oppr,4052
ops,4860
Opt5PL,3153
optAUC,4594
optband,3672
optbdmaeAT,3671
optBiomarker,4906
optCluster,4878
optDesignSlopeInt,4133
optextras,14200
OptGS,4541
OptHedging,6079
opticskxi,1385
opticut,3722
optifunset,4260
optigrab,4629
optim.functions,4196
OptimalCutpoints,13186
OptimalDesign,4758
optimalThreshold,0
OptimalTiming,3426
OptimaRegion,4541
optimbase,10552
optimCheck,761
OptimClassifier,5836
optimization,5602
optimos.prime,3004
optimParallel,7513
optimr,7194
optimsimplex,9244
optimStrat,3414
optimus,3645
optimx,93396
OptInterim,5083
optional,4647
OptionPricing,6410
optionstrat,4865
optiRum,7752
optiscale,6193
optiSel,4726
optismixture,3854
optiSolve,4301
OptM,3526
optmatch,47303
optparse,107704
optpart,6985
optR,5742
optrcdmaeAT,3684
optrees,6268
OptSig,3955
optweight,5176
opusminer,4815
OpVaR,4361
ora,3350
orca,6414
ORCI,4764
orclus,5342
ORCME,5883
Orcs,3782
orcutt,39631
ordBTL,4790
ordcrm,3331
ordDisp,3427
orddom,5731
ORDER2PARENT,5382
orderbook,4995
orderedLasso,6185
ordering,3077
orderly,825
orders,3531
orderstats,3665
OrdFacReg,5784
ordiBreadth,3850
ordinal,435798
ordinalClust,4585
ordinalCont,7185
ordinalForest,6052
ordinalgmifs,5046
ordinalLBM,2822
OrdinalLogisticBiplot,5882
ordinalNet,8380
ordinalRR,3148
OrdMonReg,5578
OrdNor,7432
ordPens,5375
ore,63348
ores,4172
orf,323
org,3005
OrgMassSpecR,7609
orgR,4414
orgutils,4317
ORIClust,6168
orientlib,30519
origami,4700
OriGen,4087
originr,4210
orloca,10911
orloca.es,9282
ORMDR,5478
ormPlot,1635
oro.dicom,10437
oro.nifti,22079
oro.pet,4834
orQA,4793
orsifronts,3982
orsk,6843
orthoDr,3972
orthogonalsplinebasis,6411
OrthoPanels,6811
orthopolynom,48451
osc,4239
OscillatorGenerator,3206
OSCV,3579
osd,4254
osDesign,5264
OSDR,3410
oshka,3485
osmar,13369
osmdata,56210
osmose,3494
osmplotr,5711
OSMscale,4503
OSNMTF,358
osqp,5853
osrm,13332
osrmr,3939
OSTSC,3476
OTclust,1973
OTE,3944
otinference,3778
otpr,2665
otrimle,5366
OTRselect,3935
otsad,3690
otuSummary,3407
OTUtable,4660
otvPlots,3577
ouch,9200
outbreaker,7192
outbreaker2,4041
outbreaks,9178
outcomerate,3092
outForest,0
OutlierDC,5656
OutlierDetection,5184
OutlierDM,5055
outliers,77785
OutliersO3,5803
outliertree,1623
OutrankingTools,4694
outreg,4844
OUwie,11757
ouxy,916
overlap,10757
overlapping,9716
overlapptest,3402
overture,4356
owdbr,2809
OWEA,3124
OwenQ,1355
owmr,4660
ows4R,5857
oxcAAR,3247
OxyBS,4074
oz,26194
ozmaps,489
p2distance,4871
p3state.msm,5661
pa,6194
PabonLasso,4103
PAC,4808
PACBO,4029
pacbpred,5687
pack,16786
packageDiff,0
packagedocs,29824
packagefinder,6139
packageRank,2249
packagetrackr,3993
packcircles,23523
packClassic,5102
packHV,7053
packMBPLSDA,1832
packrat,886566
packS4,5292
PACLasso,3386
pacman,242374
paco,5626
pacotest,4301
pact,3665
PACVr,503
Pade,4997
padr,199185
paf,5110
pafdR,3168
PAFit,10407
PAFway,326
pagedown,16822
pagenum,4185
pageviews,8405
PAGI,4009
PAGWAS,4529
painter,3339
paintmap,4458
pairedCI,4983
PairedData,20353
pairheatmap,4868
pairsD3,6257
PairViz,7079
pairwise,7617
pairwiseCI,8532
pairwiseComparisons,10764
PairwiseD,3657
pak,5283
PakPC2017,4001
PakPMICS2014Ch,3268
PakPMICS2014HH,3313
PakPMICS2014HL,3238
PakPMICS2014Wm,3249
PakPMICS2018,1621
PakPMICS2018bh,1389
PakPMICS2018fs,1478
PakPMICS2018hh,1554
PakPMICS2018mm,1768
PakPMICS2018mn,1528
palaeoSig,4728
palasso,4225
paleobioDB,5961
paleofire,5915
paleoMAS,5130
paleomorph,3825
paleotree,13096
paleoTS,8818
paletteer,26337
palettesForR,3208
palettetown,4791
palinsol,4655
palm,4117
palmtree,3268
palr,26190
pals,31860
PAMA,0
pamctdp,5289
PAmeasures,3407
pamm,5342
pammtools,4947
pampe,6961
pamr,278179
pan,332915
pAnalysis,3973
PanCanVarSel,906
pancor,656
PANDA,6902
pander,380245
pandocfilters,9489
panelaggregation,4986
panelAR,7350
PanelCount,4017
Paneldata,7100
panelr,8996
panelvar,7943
panelView,5406
panelWranglR,829
pangaear,6353
PANICr,6833
PanJen,4238
papayar,4324
papeR,12464
paperplanes,3642
parade,1636
paradox,3685
parallelDist,10832
parallelize.dynamic,5274
ParallelLogger,7190
parallelMap,162051
parallelMCMCcombine,5167
parallelML,4628
ParallelPC,4686
parallelSVM,6011
ParallelTree,5023
parameters,68996
paramGUI,4630
ParamHelpers,166559
paramhetero,2009
paramlink,6591
params,5400
paramtest,4507
paran,14774
ParBayesianOptimization,4516
parboost,4639
parcats,457
parcoords,2775
parcor,14215
ParDNAcopy,4902
ParentOffspring,4827
Pareto,323
ParetoPosStable,5931
parfm,6786
parglm,4620
parlitools,6429
parma,6879
parmigene,7695
parmsurvfit,2989
PARSE,4046
parsec,6073
parsedate,155766
parsemsf,3614
parsetools,3820
parSim,4363
parsnip,32205
PartCensReg,3506
partDSA,5932
partialAR,5064
partialCI,3938
Partiallyoverlapping,4184
partialOR,4534
particles,3876
partition,2497
partitionBEFsp,1327
partitionComparison,4041
partitionMap,5024
partitionMetric,5013
partitions,83938
partools,5945
partsm,5865
party,503582
partykit,332815
parviol,4794
PAS,4986
PASenseWear,3454
pass.lme,1326
passport,3641
passt,488
password,4279
pastecs,188169
pastis,5994
PASWR,25003
PASWR2,9451
patchDVI,4889
patchPlot,5136
patchSynctex,4742
patchwork,11458
patentsview,5378
PATHChange,3511
pathdiagram,4817
pathfindR,6859
pathlibr,2930
pathmapping,3740
pathmox,5918
PathSelectMP,3885
patPRO,3930
patrick,6457
patternator,3321
PatternClass,4689
patternize,3747
patternplot,6388
Patterns,1827
PAutilities,4177
pauwels2014,4216
pavo,9564
pawacc,4795
PAWL,5532
pawls,3523
paws,3697
paws.analytics,3074
paws.application.integration,3065
paws.common,5195
paws.compute,3085
paws.cost.management,3050
paws.customer.engagement,2946
paws.database,3016
paws.machine.learning,3144
paws.management,3239
paws.networking,3099
paws.security.identity,3064
paws.storage,3177
pbapply,446489
pbatR,7691
PBD,6631
pbdMPI,11196
pbdNCDF4,5655
pbdPROF,4932
pbdRPC,4148
pbdSLAP,9652
pbdZMQ,114201
PBIBD,4299
PBImisc,6590
pbivnorm,241428
pbkrtest,1653093
pbm,3056
pbmcapply,43106
PBNPA,3727
pbo,5455
pBrackets,6940
PBRF,3209
pbs,12767
PBSadmb,4822
PBSddesolve,7541
PBSmapping,48675
PBSmodelling,14000
pbv,22973
pca3d,19831
PCA4TS,4934
PCA4you,3797
pcaBootPlot,4145
pcadapt,7920
PCADSC,3524
pcaL1,17662
pcalg,25440
pCalibrate,3658
PCAmixdata,21866
pcaPP,351468
pccc,3897
PCDimension,4836
pcdpca,4558
PCDSpline,4762
pcensmix,3258
pcev,3915
pcFactorStan,2789
PCFAM,3863
pcg,4845
pcgen,3349
PCGSE,4517
pch,5632
PCICt,34391
pcIRT,6702
PCIT,6129
pcLasso,3470
pcmabc,4042
PCMBase,4810
PCMRS,4279
pcnetmeta,6714
pco,6326
pCODE,1583
PCovR,5727
PCPS,6668
pcr,7155
pcrcoal,4531
PCRedux,3719
pcrsim,4173
PCS,4635
pcse,33470
PCSinR,3357
pct,3574
pcts,0
pdc,14929
pder,25937
pdfCluster,37729
PDFEstimator,2874
pdfetch,20939
pdfsearch,5431
pdftables,7402
pdftools,255815
pdist,24774
PDM,3606
pdmod,4482
PDN,3755
pdp,57371
PdPDB,3648
pdqr,631
PDQutils,7151
pdR,9658
pds3,2653
PDSCE,5192
PDShiny,3276
pdSpecEst,3852
Peacock.test,4356
peacots,4817
PeakError,3951
peakPick,4716
peakRAM,4092
PeakSegDisk,3924
PeakSegDP,3551
PeakSegJoint,4027
PeakSegOptimal,3839
pear,6492
pearson7,5116
PearsonDS,12530
PearsonICA,6019
pec,37256
PedCNV,4324
pedgene,5886
pedigree,11091
pedigreemm,9451
pedigreeTools,3234
pedmut,834
pedometrics,7454
pedprobr,555
pedquant,3069
pedtools,887
PeerPerformance,5276
pegas,50307
PEGroupTesting,3625
PEIP,6038
PELVIS,4435
PEMM,4750
pems.utils,4184
penalized,48669
penalizedLDA,8492
penalizedSVM,9006
penaltyLearning,5032
pencopula,5635
pencopulaCond,3438
PenCoxFrail,4381
pendensity,4692
penDvine,4912
PenIC,0
penMSM,4864
penPHcure,385
pense,5157
pensim,5021
peperr,8922
PepPrep,4232
PepSAVIms,3277
peptider,5396
Peptides,11769
pequod,10209
perARMA,6151
Perc,4701
perccal,3746
perccalc,3684
perfectphyloR,1457
PerFit,5764
PerfMeas,6240
performance,123452
PerformanceAnalytics,332763
performanceEstimation,6503
pergola,3701
peRiodiCS,3131
PeriodicTable,4253
periscope,3978
perm,25570
PermAlgo,7020
PerMallows,5835
permDep,3558
permGPU,1297
permGS,3665
permPATH,4504
permubiome,4308
permuco,4440
permutations,6887
permute,390715
permutes,4048
perry,14648
PerseusR,3364
persiandictionary,3930
PersianStemmer,1811
PersomicsArray,3414
personalized,5738
personograph,4138
perspectev,4327
peRspective,1837
perturb,13348
perturbR,4315
pesel,1959
PetfindeR,1404
petitr,3265
petrinetR,7406
petro.One,3858
pewdata,4160
pez,5916
pfa,4063
pgam,6349
pgbart,3718
pgdraw,3684
PGEE,4575
pgee.mixed,3297
pgirmess,50275
pglm,37795
pGLS,4885
PGM2,5194
pGMGM,3710
pgmm,10644
pgnorm,5722
pGPx,3160
pgraph,4264
PGRdup,5800
pgsc,2958
ph2bayes,4333
ph2bye,4312
ph2hetero,3087
ph2mult,3600
phangorn,146134
phantom,4217
PharmPow,4664
Phase123,3937
Phase12Compare,1005
phase1PRMD,2878
phase1RMD,3755
phaseR,9389
phateR,7012
phd,1518
pheatmap,236285
PHEindicatormethods,5239
phenability,4454
phenesse,230
phenex,4919
PHENIX,4986
phenmod,4556
phenModel,1315
pheno,5460
pheno2geno,4805
phenocamapi,3348
phenocamr,4038
phenoCDM,3296
phenofit,3288
phenology,7718
phenomap,3190
phenopix,26417
PhenotypeSimulator,4206
PHeval,5361
phia,24431
phiDelta,3199
philentropy,19103
phonenumber,4098
phonfieldwork,1373
phonics,7966
phonR,6412
phonTools,13447
photobiology,12777
photobiologyFilters,3387
photobiologyInOut,5121
photobiologyLamps,3633
photobiologyLEDs,3621
photobiologyPlants,3858
photobiologySensors,3125
photobiologySun,3366
photobiologyWavebands,6013
photosynthesis,1852
phrasemachine,4391
phreeqc,5546
phtt,7387
phuassess,3671
phuse,4972
PhViD,5789
Phxnlme,3910
phybreak,3794
phyclust,16615
phyext2,5275
PhyInformR,3611
phylin,6169
phylobase,43180
phylocanvas,4893
phyloclim,7309
phylocomr,8228
phylocurve,5345
PhylogeneticEM,4420
PHYLOGR,7064
phylogram,8677
phyloland,6003
phylolm,9809
PhyloMeasures,5213
phylometrics,3886
phylopath,5163
phyloseqGraphTest,5845
phylosim,6678
phylotaR,3177
phylotate,8288
phylotools,9018
phyloTop,6000
phyr,699
phyreg,5739
PhysActBedRest,3782
PhysicalActivity,7374
physiology,4648
PhySortR,4190
phytools,76238
phytotools,4837
picante,40786
picasso,8376
pid,7468
PieceExpIntensity,3730
piecepackr,1840
piecewiseSEM,14041
pifpaf,3365
PIGE,4774
piggyback,4874
PIGShift,4755
Pijavski,3603
pillar,8610725
pim,4020
pimeta,4784
pinbasic,5561
pinfsc50,21051
pingers,3040
pingr,148397
pinnacle.API,5097
pinnacle.data,3378
pinochet,1624
pinp,65083
pins,3193
PINSPlus,3905
pinyin,4025
pipe.design,5086
pipefittr,3552
pipeGS,3861
pipeliner,3742
pipeR,706229
PIPS,5269
pirate,3662
piratings,1884
pitchRx,9827
piton,9079
pivmet,3245
PivotalR,9555
pivotaltrackR,3524
pivottabler,15962
pixels,3807
pixiedust,8822
pixmap,90873
PK,8119
PKconverter,2943
pkgbuild,3007328
pkgcache,8034
pkgcond,3567
pkgconfig,6743003
pkgdown,234957
pkgfilecache,1885
pkggraph,3123
pkgKitten,65167
pkgload,2457405
pkgmaker,214797
pkgnet,7997
PKgraph,4221
pkgsearch,5377
pkgverse,3115
PKI,160751
pkmon,3446
PKNCA,8811
PKPDmisc,4600
PKPDmodels,31222
pkr,4733
PKreport,5240
pks,7219
pKSEA,3090
pksensi,4397
pla,4180
plac,3592
placer,900
PlackettLuce,5493
plainview,31250
plan,6504
planar,5498
Planesmuestra,3635
planets,1460
planor,6099
plantecophys,6843
plaqr,4313
PlasmaMutationDetector,3378
Plasmidprofiler,3613
Plasmode,3526
plater,4095
platetools,5267
PlayerRatings,6225
plde,3189
pleiades,3511
pleio,4166
plethem,3194
plfm,5836
plfMA,3605
plgp,6714
plink,7162
plinkQC,4630
PLIS,5080
plm,335978
PLMIX,4965
PLmixed,4892
plmm,4730
pln,4956
PLNmodels,2245
plogr,4547298
PLordprob,4851
plot.matrix,10606
plot3D,134105
plot3Drgl,32959
plot3logit,3792
PlotContour,2238
plotdap,2471
plotfunctions,11884
plotGMM,3737
plothelper,3228
plotKML,41131
plotluck,5267
plotly,1567411
plotlyGeoAssets,45562
plotMCMC,5879
plotMElm,4095
plotmo,178830
plotpc,5553
PlotPrjNetworks,4047
plotprotein,3711
PlotRegionHighlighter,4816
plotrix,688316
plotROC,38089
plotrr,3798
plotscale,3269
plotSEMM,6037
plotwidgets,4599
plRasch,5808
PLRModels,5273
pls,434084
PLSbiplot1,4480
plsdepot,9564
plsdof,7100
plsgenomics,10284
plsmselect,1560
plspm,17453
plspm.formula,4022
plsr,4110
plsRbeta,5671
plsRcox,7266
plsRglm,12127
plsVarSel,11478
pltesim,4022
plugdensity,5159
plumber,108951
plumbr,5608
plus,5398
pluscode,3021
plusser,4783
plyr,6768676
pm4py,2905
PMA,15426
pmc,5990
pmcgd,4736
PMCMR,59927
PMCMRplus,19999
pmd,3100
pmdplyr,1161
pmhtutorial,4552
pMineR,3807
PML,1414
PMmisc,3607
pmml,73497
pmmlTransformations,22329
pmpp,3240
pmr,7012
pmsampsize,3616
pmultinom,3730
PMwR,4056
pmxTools,3464
PNADcIBGE,9203
png,1356642
pnmtrem,4697
pnn,4952
PoA,2473
POCRE,3037
pocrm,5660
POD,3637
POET,4754
pogit,4429
PogromcyDanych,6637
poibin,38709
PoiClaClu,14546
poilog,9755
POINT,2742
pointblank,4232
pointdensityP,4039
pointdexter,3041
PointFore,2712
pointRes,5083
poio,3655
PoisBinNonNor,5148
poisbinom,4153
PoisBinOrd,5227
PoisBinOrdNonNor,5145
PoisBinOrdNor,5288
poisDoubleSamp,4375
poisFErobust,3087
poismf,1661
PoisNonNor,6018
PoisNor,6115
poisson,5276
poisson.glm.mix,4944
PoissonBinomial,0
poissonMT,3043
PoissonPCA,2269
PoissonSeq,6080
poistweedie,5710
poker,3644
poLCA,71218
policytree,0
poliscidata,14306
polite,497
politeness,5576
politicaldata,3813
pollen,4153
pollimetry,3246
pollstR,5547
polmineR,5527
polspline,223043
polyaAeppli,5457
polyapost,5564
Polychrome,5638
polyclip,410928
polycor,107003
polyCub,14212
polyfreqs,3909
polyglot,3459
polylabelr,11453
polymapR,4571
polyMatrix,0
polynom,1141994
PolynomF,20207
PolyPatEx,4770
polyPK,4130
polypoly,3270
polyRAD,3540
polyreg,2386
polysat,21278
polySegratio,5294
polySegratioMM,5038
PolyTrend,4017
polywog,5307
pom,4819
POMaSPU,3380
pomdp,4012
Pomic,5541
pomp,19112
pompom,3302
pooh,5325
pool,78343
PooledMeanGroup,3826
poolfstat,3828
pooling,3158
poolVIM,2752
pop,3950
popbio,24145
popdemo,5789
POPdemog,3422
PopED,6575
popEpi,24114
PopGenKit,5212
PopGenReport,11096
popkin,4857
popKorn,4302
poplite,5004
poppr,35663
popprxl,4468
popReconstruct,5140
popsom,5616
poptrend,3485
populationPDXdesign,3300
PopVar,4851
porridge,714
portalr,5187
portfolio,10736
portfolio.optimization,3587
PortfolioAnalytics,21561
portfolioBacktest,2559
PortfolioEffectEstim,4425
PortfolioEffectHFT,6084
PortfolioOptim,5986
portfolioSim,6261
PortRisk,5830
portsort,3081
PoSI,3672
PostcodesioR,1322
postDoubleR,802
posterdown,1274
PosteriorBootstrap,694
postGIStools,8088
postinfectious,2322
postlightmercury,3955
postlogic,4008
POT,10071
potts,6167
PottsUtils,5263
POUMM,4104
povcalnetR,949
powdist,3583
powdR,3526
PoweR,6108
Power2Stage,6112
powerAnalysis,7087
powerbydesign,4348
powerCompRisk,3443
powerEQTL,3535
PowerfulMaxEigenpair,1180
powerGWASinteraction,5381
poweRlaw,24108
powerlmm,5236
powerMediation,8459
PowerNormal,3804
powerpkg,5178
powerplus,5807
powerSurvEpi,7974
PowerTOST,12436
PowerUpR,5067
PP,7410
PP3,3281
ppcc,4022
PPCI,3684
ppclust,8469
ppcong,398
ppcor,101800
ppcSpatial,3492
PPforest,3583
ppgmmga,3733
ppitables,5212
ppls,16156
ppmHR,0
ppmlasso,5122
PPMR,1192
PPQplan,3240
PPRL,3357
pps,10287
ppsbm,3168
PPtree,4975
PPtreeViz,5019
pqantimalarials,4379
PQLseq,3135
prabclus,1114531
pracma,264094
PracTools,7339
pragma,5359
prais,10021
praise,2028856
praktikum,4662
praznik,17135
prc,5152
prcbench,4598
prclust,4185
prcr,5073
pre,19934
precintcon,5592
PreciseSums,6392
precrec,11134
predhy,555
predict3d,4535
PredictABEL,11463
prediction,117732
predictionInterval,3698
PredictionR,3492
PredictiveRegression,5540
predictmeans,9150
predictoR,3703
predictrace,1653
predkmeans,3612
predmixcor,5681
PredPsych,4450
predtoolsTS,3610
prefeR,3711
preference,3847
prefmod,25153
PreKnitPostHTMLRender,3348
PReMiuM,10715
prepdat,4611
prepplot,3135
PreProcess,5683
preprocomb,4192
preprosim,3822
preproviz,3966
PREPShiny,2186
preputils,3048
prereg,4415
PresenceAbsence,23362
presens,4475
presentes,439
preseqR,7607
PResiduals,6011
presmTP,573
preText,4140
prettyB,2058
prettycode,33981
prettydoc,78480
prettyGraphs,28119
prettymapr,40877
prettyR,44902
prettyunits,4772893
prevalence,7038
prevederer,1384
PrevMap,7831
prevR,7246
prevtoinc,2799
pRF,4162
priceR,2337
pricesensitivitymeter,4701
prim,24060
PRIMAL,470
primefactr,3898
primePCA,1659
primer,7364
primerTree,5422
primes,5721
PRIMME,4581
PRIMsrc,5109
princurve,29235
prinsimp,4755
printr,15529
prioGene,711
PriorCD,2600
PriorGen,3302
prioritizr,7782
prioritizrdata,4229
prioritylasso,3792
prism,5556
PRISM.forecast,3034
PRISMA,5111
PRISMAstatement,4487
prismatic,2515
prisonbrief,3498
prithulib,3101
PrivateLR,5149
prLogistic,5330
prnsamplr,2904
pro,4003
prob,26006
probably,4056
ProbeDeveloper,336
probemod,5378
probFDA,4377
ProbForecastGOP,5149
probhat,3130
ProbitSpatial,5023
probout,3391
PROBShiny,2446
probsvm,4788
ProbYX,4810
pROC,748446
proccalibrad,3839
processanimateR,6419
processcheckR,3437
processcontrol,3759
processmapR,10374
processmonitR,6776
processR,4277
processx,4727704
ProcMod,335
ProDenICA,4970
prodest,3932
prodigenr,4511
prodlim,1077500
productivity,4902
productplots,21371
prof.tree,3776
profdpm,22552
ProfessR,7123
profExtrema,3130
proffer,209
profile,3646
ProfileLikelihood,5536
profileModel,88883
profileR,8460
ProFit,5738
profmem,28285
ProFound,3444
profr,7681
proftools,26480
profvis,170729
progenyClust,3983
ProgGUIinR,5395
prognosticROC,4555
progress,4146888
progressr,0
PROJ,0
proj4,62957
ProjectionBasedClustering,4255
projections,4331
ProjectManagement,3626
projects,3957
ProjectTemplate,13007
projmgr,1348
ProliferativeIndex,3468
PROMETHEE,3366
promises,4416618
promote,4460
promotionImpact,1719
prop.comb.RR,4104
propagate,13155
PropCIs,13614
PropClust,5203
properties,26142
prophet,182436
proportion,4213
propOverlap,3824
propr,8373
PropScrRand,4845
proPubBills,3410
ProPublicaR,2249
PROreg,3547
PROscorer,3556
PROscorerTools,3707
prospectr,9977
PROSPER,3016
protag,1644
ProteinDescriptors,3879
proteomicdesign,4497
proteomics,4522
proto,362993
protoclass,5553
protoclust,7589
PROTOLIDAR,4763
protolite,86782
proton,3970
prototest,4222
protr,10514
ProTrackR,5033
protViz,7927
proustr,4773
provenance,6117
provGraphR,0
provParseR,3756
provSummarizeR,3584
provViz,3638
proxy,504485
proxyC,65743
prozor,3951
prrd,3227
PRROC,59013
PRSim,2565
pRSR,4342
pryr,253699
Przewodnik,4241
ps,3978113
PSAgraphics,7052
psbcGroup,5424
PSCBS,18649
pscl,195271
pscore,3937
psd,8088
psda,4501
psData,5185
pse,5711
pseudo,6210
pseudorank,4128
pseval,5729
PSF,6017
psfmi,1911
psgp,5511
pSI,4734
psica,3141
psidR,7619
PSIMEX,3760
PSLM2015,3389
pso,33534
psoptim,5636
pspearman,29919
pspline,57894
PSPManalysis,1166
pssm,4426
pssmooth,3358
psSubpathway,1760
PST,5697
Pstat,4171
pstest,2630
PSTR,7181
PsumtSim,4594
PSW,3918
psy,26466
psych,1649678
psychmeta,8781
psychNET,1689
psycho,28231
psychometric,16025
psychomix,8484
psychonetrics,2318
psychotools,30364
psychotree,49730
psychReport,4334
psychTools,6282
PsyControl,3131
psymonitor,4432
psyosphere,3150
psyphy,7628
PTAk,9377
PTE,5029
pterrace,3093
ptest,3733
ptinpoly,6307
ptmixed,3135
PtProcess,7250
pts2polys,2169
ptstem,4649
ptsuite,2255
ptw,16581
ptwikiwords,3409
PTwins,541
PTXQC,5799
ptycho,3896
PubBias,4899
pubchunks,3846
pubh,3913
PublicationBias,2622
publipha,0
Publish,13121
pubmed.mineR,10711
PubMedWordcloud,6411
pubtatordb,2745
PUlasso,7317
pullword,4544
pulsar,7074
pulseTD,1597
pumilioR,4784
puniform,4248
PUPAIM,2807
PupilPre,1285
PurBayes,4863
purge,4068
purging,3088
purrr,7064544
purrrlyr,47993
purrrogress,2087
Pursuit,857
pushbar,2649
pushoverr,6478
puzzle,376
PVAClone,5255
pvaluefunctions,3135
pvar,5087
pvclass,5291
pvclust,52083
PVR,4311
pvsR,4868
PWD,3922
PWEALL,4336
PWFSLSmoke,5588
pwr,234908
pwr2,7378
pwr2ppl,1894
pwrAB,3460
pwrFDR,3649
pwrRasch,4718
pwt,8753
pwt8,7518
pwt9,8965
pxR,10206
pxweb,7394
PxWebApiData,3758
pycno,4924
pyinit,4120
pyMTurkR,1097
pyramid,9559
pysd2r,3202
PythonInR,15645
pzfx,4819
qad,3544
QAIG,2289
qap,234424
qat,5299
QBAsyDist,2103
qboxplot,4230
QCA,18281
QCAfalsePositive,4153
QCApro,4285
QCAtools,4634
qCBA,3536
qcc,119942
qccrs,3432
QCEWAS,4815
QCGWAS,4751
qcQpcr,3093
qcr,5270
QCSimulator,3824
QCSIS,4052
qcv,3314
qdap,91650
qdapDictionaries,58766
qdapRegex,104564
qdapTools,60753
QDComparison,3691
qdm,4030
QFASA,4211
qfasar,3737
QFRM,4188
qgam,9939
qGaussian,3676
qgcomp,3429
qgg,154
QGglmm,4687
qgraph,149505
qgtools,4563
qha,3461
QHOT,3145
qicharts,10039
qicharts2,12894
qif,1306
qiitr,3451
qkerntool,3179
qlcData,4076
qlcMatrix,27779
qLearn,4765
QLearning,3855
qmap,9011
qmethod,6332
qmix,229
qmrparser,5665
qoma.smuggler,2580
QPBoot,3403
qpcR,31170
qpdf,131964
qqid,2400
qqman,29961
QQperm,3780
qqplotr,16195
qqtest,5413
qqvases,3580
QRAGadget,3498
qrage,3703
qrandom,4396
QRank,3452
qrcm,4351
qrcmNP,3444
qrcode,10508
QRegVCM,3939
qrencoder,4050
QRISK3,436
qrjoint,4494
qrLMM,4890
qrmdata,6894
qrmix,3478
qrmtools,9466
qrng,40315
qrNLMM,4745
qrnn,28049
qrsvm,3444
qs,24607
QSARdata,5480
qsort,3427
qsub,4077
qtbase,1487
qte,6218
qtl,34953
QTL.gCIMapping,3749
QTL.gCIMapping.GUI,3368
qtl2pleio,469
qtlbook,5845
qtlc,3596
qtlcharts,6247
qtlDesign,5985
qtlhot,5254
qtlmt,5422
qtlnet,5526
QTLRel,9071
QTOCen,1652
Qtools,6507
qtpaint,1449
QuACN,5576
quad,4718
quadmatrix,3093
quadmesh,7807
quadprog,1811585
quadprogXT,9101
quadrupen,5456
qualCI,4453
QualInt,4425
qualityTools,16285
qualmap,4054
qualpalr,4186
qualtRics,7351
qualV,11588
qualvar,4131
QUALYPSO,1820
qualypsoss,541
Quandl,167802
quantable,5902
quanteda,173415
quantification,4883
QuantifQuantile,4926
quantileDA,4222
QuantileGradeR,3714
QuantileNPCI,1270
quantities,3499
quantmod,2113516
QuantNorm,3351
quantoptr,3533
QuantPsyc,54557
quantreg,2174798
quantreg.nonpar,3949
quantregForest,14496
quantregGrowth,6190
quantregRanger,3507
quantspec,6415
QuantTools,35883
QuantumClone,4550
QuantumOps,5564
quarrint,3039
Quartet,3333
QuasiSeq,4442
QuClu,3200
